label_scheme,metric,contrast,cache_budget,sink_size,mean_difference,documents,ci_low,ci_high
coarse_category,delta_ce,content_minus_function,128,0,0.482768410476748,16,0.31626197103803877,0.6538516493869987
coarse_category,delta_ce,content_minus_function,128,4,0.4894888620452479,16,0.31845070870895426,0.6771482357967211
coarse_category,delta_ce,content_minus_function,128,16,0.5225203292453966,16,0.35737415366510616,0.6991174031173016
coarse_category,delta_ce,content_minus_function,512,0,0.2409390756626339,16,0.09378692445663876,0.41185794048766833
coarse_category,delta_ce,content_minus_function,512,4,0.23850800635801372,16,0.08854411297964064,0.4073411245133474
coarse_category,delta_ce,content_minus_function,512,16,0.2437999611679183,16,0.09971679719856212,0.4183873935162147
coarse_category,delta_ce,content_minus_function,1024,0,0.16228958848007152,16,0.07266285970283552,0.27286599525575717
coarse_category,delta_ce,content_minus_function,1024,4,0.16481131611490124,16,0.06607392570462049,0.27728028937007343
coarse_category,delta_ce,content_minus_function,1024,16,0.1650004645012186,16,0.07208742553664481,0.2856576457020341
coarse_category,delta_ce,content_minus_function,2048,0,0.11372931522872992,16,0.03161663291592949,0.22421990930617985
coarse_category,delta_ce,content_minus_function,2048,4,0.1169158978162944,16,0.02951644087628384,0.21835019768612252
coarse_category,delta_ce,content_minus_function,2048,16,0.12302495924023572,16,0.03804055316068112,0.2253255821935382
coarse_category,delta_ce,content_minus_function,4096,0,0.02108195341532111,16,-0.019770809046655076,0.0645596008222444
coarse_category,delta_ce,content_minus_function,4096,4,0.016909427510607446,16,-0.023055395214821795,0.057782506152679144
coarse_category,delta_ce,content_minus_function,4096,16,0.016171013368549994,16,-0.02723011751500581,0.06154416903196947
coarse_category,delta_ce,content_minus_function,8192,0,-0.0032872418066133766,16,-0.036026334999850786,0.030485759837943268
coarse_category,delta_ce,content_minus_function,8192,4,-0.0032594360853679272,16,-0.04017917447652763,0.03229331248427649
coarse_category,delta_ce,content_minus_function,8192,16,-0.0056807440637052075,16,-0.0450511177072403,0.03692630576866041
coarse_category,kl_full_to_compact,content_minus_function,128,0,0.2488535832834987,16,0.14029195394204008,0.37362785137488347
coarse_category,kl_full_to_compact,content_minus_function,128,4,0.2523942388331022,16,0.14021567617306832,0.37814200111998963
coarse_category,kl_full_to_compact,content_minus_function,128,16,0.2689103615608268,16,0.14581945752933761,0.4011894928223795
coarse_category,kl_full_to_compact,content_minus_function,512,0,0.15175034492290135,16,0.06909137518185574,0.2592964216016046
coarse_category,kl_full_to_compact,content_minus_function,512,4,0.1505468491998197,16,0.07056659682744226,0.25468933105323766
coarse_category,kl_full_to_compact,content_minus_function,512,16,0.14916220991149504,16,0.06546135619546375,0.25269291659901133
