label_scheme,metric,contrast,cache_budget,sink_size,mean_difference,documents,ci_low,ci_high
coarse_category,kl_full_to_compact,content_minus_function,1024,0,0.1070747570711977,16,0.04681052399291213,0.1913895742541339
coarse_category,kl_full_to_compact,content_minus_function,1024,4,0.10838181758573343,16,0.0460898544875563,0.18818823664897824
coarse_category,kl_full_to_compact,content_minus_function,1024,16,0.11046360157176535,16,0.043953217477586036,0.20008688071846367
coarse_category,kl_full_to_compact,content_minus_function,2048,0,0.088208919127725,16,0.029682277894002854,0.1643654807790832
coarse_category,kl_full_to_compact,content_minus_function,2048,4,0.08947327603405582,16,0.029644499461367352,0.16726046979666592
coarse_category,kl_full_to_compact,content_minus_function,2048,16,0.0911967895042873,16,0.03087294362242795,0.1721755469265777
coarse_category,kl_full_to_compact,content_minus_function,4096,0,0.03328534449508777,16,0.014328032831296435,0.06051355659833767
coarse_category,kl_full_to_compact,content_minus_function,4096,4,0.03264225774705867,16,0.01268304296073619,0.05986423288887355
coarse_category,kl_full_to_compact,content_minus_function,4096,16,0.03249533113677093,16,0.013373082880147335,0.0604734252600309
coarse_category,kl_full_to_compact,content_minus_function,8192,0,0.01603294663271816,16,0.008753127643852868,0.024525804443881662
coarse_category,kl_full_to_compact,content_minus_function,8192,4,0.016173476295704665,16,0.009525405480618782,0.0243362107586799
coarse_category,kl_full_to_compact,content_minus_function,8192,16,0.015993911821715435,16,0.008845188394599987,0.023885095975557366
coarse_category,top1_changed,content_minus_function,128,0,0.10247586309410697,16,0.045931766711979495,0.16419623438507125
coarse_category,top1_changed,content_minus_function,128,4,0.11331072173114448,16,0.048910784336008616,0.17735903144500867
coarse_category,top1_changed,content_minus_function,128,16,0.11788870331613038,16,0.04752976352559374,0.1903335395401724
coarse_category,top1_changed,content_minus_function,512,0,0.06420831843599671,16,0.02877022283272284,0.10273778493897705
coarse_category,top1_changed,content_minus_function,512,4,0.043211604300695615,16,0.006258055633342194,0.08058394120563778
coarse_category,top1_changed,content_minus_function,512,16,0.058922718619146885,16,0.019428231405401748,0.10012906290797538
coarse_category,top1_changed,content_minus_function,1024,0,0.05902941324904662,16,0.005325759759545438,0.1054974067610857
coarse_category,top1_changed,content_minus_function,1024,4,0.06055685207667726,16,0.005939674514227154,0.11647934937347365
coarse_category,top1_changed,content_minus_function,1024,16,0.05351807450461164,16,-0.0003720300103272496,0.1045034730826304
coarse_category,top1_changed,content_minus_function,2048,0,0.08081090269357952,16,0.03302198491615861,0.12486794232492568
coarse_category,top1_changed,content_minus_function,2048,4,0.07124032406729439,16,0.029273123629775463,0.11133832318908853
coarse_category,top1_changed,content_minus_function,2048,16,0.07873029974680812,16,0.03691762788921359,0.12066531173825666
coarse_category,top1_changed,content_minus_function,4096,0,0.0604379056222129,16,0.01942068331557843,0.10745075220687053
coarse_category,top1_changed,content_minus_function,4096,4,0.06942516999330879,16,0.027981376931976457,0.11351662024339675
coarse_category,top1_changed,content_minus_function,4096,16,0.05952841040225572,16,0.016416644941812098,0.10445487872149986
coarse_category,top1_changed,content_minus_function,8192,0,0.037801041570107476,16,-0.002701761933182664,0.07876507928874367
coarse_category,top1_changed,content_minus_function,8192,4,0.03254717278922463,16,-0.01200604046456896,0.07022438563192857
coarse_category,top1_changed,content_minus_function,8192,16,0.026940649069089977,16,-0.011612867111446368,0.06774927132652131
is_first_subtoken,delta_ce,first_minus_continuation,128,0,0.16896690161826894,16,0.027946273347581062,0.30764015987191234
is_first_subtoken,delta_ce,first_minus_continuation,128,4,0.1615363608563461,16,0.018682060542428467,0.3021661718298756
is_first_subtoken,delta_ce,first_minus_continuation,128,16,0.18649404143663145,16,0.053626741868450574,0.31212582325699967
is_first_subtoken,delta_ce,first_minus_continuation,512,0,-0.0018053318864186714,16,-0.12474577281809629,0.10961949869007091
is_first_subtoken,delta_ce,first_minus_continuation,512,4,-0.0010614948929553655,16,-0.12284215956283423,0.10595411492443536
is_first_subtoken,delta_ce,first_minus_continuation,512,16,0.008196680861661164,16,-0.11069674031471019,0.12551471740049858
is_first_subtoken,delta_ce,first_minus_continuation,1024,0,-0.029552213961565505,16,-0.12831642657311887,0.05821019116343652
is_first_subtoken,delta_ce,first_minus_continuation,1024,4,-0.03663183525855218,16,-0.1433637552027329,0.05316296991367392
is_first_subtoken,delta_ce,first_minus_continuation,1024,16,-0.033100329262475,16,-0.14514837789039847,0.059065602080884363
is_first_subtoken,delta_ce,first_minus_continuation,2048,0,-0.03345287388199358,16,-0.1225719934268672,0.0435956698165973
is_first_subtoken,delta_ce,first_minus_continuation,2048,4,-0.02724480895857939,16,-0.11951481125472843,0.047933755537006496
is_first_subtoken,delta_ce,first_minus_continuation,2048,16,-0.02549207054510535,16,-0.11353971928899695,0.05182605363836371
is_first_subtoken,delta_ce,first_minus_continuation,4096,0,-0.027103081685357296,16,-0.10714621596759903,0.035737625606755974
is_first_subtoken,delta_ce,first_minus_continuation,4096,4,-0.02521389558238457,16,-0.10496473741547717,0.040226284701960914
is_first_subtoken,delta_ce,first_minus_continuation,4096,16,-0.02504344481771885,16,-0.10272854811603362,0.04322789051951029
is_first_subtoken,delta_ce,first_minus_continuation,8192,0,-0.04017400453751874,16,-0.11768259273483382,0.02397217026430563
is_first_subtoken,delta_ce,first_minus_continuation,8192,4,-0.03863179819533539,16,-0.1089503451920625,0.021125334082595586
is_first_subtoken,delta_ce,first_minus_continuation,8192,16,-0.03671262990435721,16,-0.1054927360393312,0.02210962724837914
is_first_subtoken,kl_full_to_compact,first_minus_continuation,128,0,0.11789741185321599,16,0.005492728358326162,0.23112039110473703
is_first_subtoken,kl_full_to_compact,first_minus_continuation,128,4,0.11138717831549756,16,-0.013775423280054558,0.22417924314463994
is_first_subtoken,kl_full_to_compact,first_minus_continuation,128,16,0.1528592848967648,16,0.020526098889615006,0.28644743120384
is_first_subtoken,kl_full_to_compact,first_minus_continuation,512,0,0.06098596735070508,16,-0.02489561718299731,0.1366246701290251
is_first_subtoken,kl_full_to_compact,first_minus_continuation,512,4,0.06379471986162277,16,-0.019791944060623987,0.136617059011427
is_first_subtoken,kl_full_to_compact,first_minus_continuation,512,16,0.059916527690790936,16,-0.03127185531348735,0.13780943352300132
is_first_subtoken,kl_full_to_compact,first_minus_continuation,1024,0,0.037131085708713284,16,-0.015592924540576241,0.08327349153196903
is_first_subtoken,kl_full_to_compact,first_minus_continuation,1024,4,0.033755008947243086,16,-0.030353982297628316,0.08774916226185547
is_first_subtoken,kl_full_to_compact,first_minus_continuation,1024,16,0.02815936684379796,16,-0.04590258883954884,0.08448558796881149
is_first_subtoken,kl_full_to_compact,first_minus_continuation,2048,0,0.029034051858975566,16,-0.014393971763534031,0.07037750993385788
is_first_subtoken,kl_full_to_compact,first_minus_continuation,2048,4,0.029320108664175365,16,-0.012406824861204448,0.07103570980445222
is_first_subtoken,kl_full_to_compact,first_minus_continuation,2048,16,0.02442249375896763,16,-0.02730926295264984,0.0730756742500192
is_first_subtoken,kl_full_to_compact,first_minus_continuation,4096,0,0.021279898305447943,16,-0.0013362514373191495,0.04192742602647236
is_first_subtoken,kl_full_to_compact,first_minus_continuation,4096,4,0.020537827317581685,16,-0.003953381924938673,0.042042577031918105
is_first_subtoken,kl_full_to_compact,first_minus_continuation,4096,16,0.020869696801127484,16,-0.0033574773133878163,0.04232685805062848
is_first_subtoken,kl_full_to_compact,first_minus_continuation,8192,0,0.005205746760825442,16,-0.010612200387027135,0.01842581914952462
is_first_subtoken,kl_full_to_compact,first_minus_continuation,8192,4,0.005906206807000964,16,-0.01001535262475931,0.01904931454333425
is_first_subtoken,kl_full_to_compact,first_minus_continuation,8192,16,0.00584765916256559,16,-0.011297095861173756,0.019161607288332893
is_first_subtoken,top1_changed,first_minus_continuation,128,0,0.1070522493356812,16,0.0031283742192627314,0.19782441822133076
is_first_subtoken,top1_changed,first_minus_continuation,128,4,0.11463940513623398,16,0.003929112722562721,0.21863820627280897
is_first_subtoken,top1_changed,first_minus_continuation,128,16,0.12846995807766626,16,0.016312257145342776,0.22571421058167537
is_first_subtoken,top1_changed,first_minus_continuation,512,0,0.10850593328577804,16,0.04398403024953299,0.16970688473463638
is_first_subtoken,top1_changed,first_minus_continuation,512,4,0.10194751906340599,16,0.04540079632187925,0.15535565107195948
is_first_subtoken,top1_changed,first_minus_continuation,512,16,0.09361067435872972,16,0.028100828169308048,0.15734101880654064
is_first_subtoken,top1_changed,first_minus_continuation,1024,0,0.0995764460410272,16,0.054286907048893586,0.14534773694979863
is_first_subtoken,top1_changed,first_minus_continuation,1024,4,0.09437176017989118,16,0.0442239538894471,0.14132707359115015
is_first_subtoken,top1_changed,first_minus_continuation,1024,16,0.07203902841061247,16,0.016810855142940416,0.12455434266953108
is_first_subtoken,top1_changed,first_minus_continuation,2048,0,0.08749295468060311,16,0.04077329146157389,0.1297878902303341
is_first_subtoken,top1_changed,first_minus_continuation,2048,4,0.0853787061681835,16,0.047713508396993086,0.12218630240971279
is_first_subtoken,top1_changed,first_minus_continuation,2048,16,0.08961077129871892,16,0.05322109553035092,0.1290273557946803
is_first_subtoken,top1_changed,first_minus_continuation,4096,0,0.0874846409210798,16,0.05600352375722097,0.11884231232142606
is_first_subtoken,top1_changed,first_minus_continuation,4096,4,0.08295449246409767,16,0.048315576081004584,0.1157855013945688
is_first_subtoken,top1_changed,first_minus_continuation,4096,16,0.07315598853078059,16,0.03716279568007332,0.10810710589561559
is_first_subtoken,top1_changed,first_minus_continuation,8192,0,0.06758281079358455,16,0.03389063185646138,0.09902369629658762
is_first_subtoken,top1_changed,first_minus_continuation,8192,4,0.05620307235084451,16,0.018346519465476975,0.09049868202106742
is_first_subtoken,top1_changed,first_minus_continuation,8192,16,0.054382302587723585,16,0.021792217339159575,0.08549058034689919
