contrast,context_length,cache_budget,remote_count,metric,left_mean,right_mean,mean_difference,ci_low,ci_high,documents,targets
prefix_minus_recent,24576,512,1,delta_ce,0.17090207074071984,1.480745502697772,-1.3098434319570522,-1.7690218272709608,-0.892697985777015,8,512
prefix_minus_recent,24576,512,1,kl_full_to_compact,0.1692622737035614,1.6897893371416899,-1.5205270634381285,-1.9250520003984457,-1.1402724972642782,8,512
prefix_minus_recent,24576,512,1,top1_changed,0.158203125,0.556640625,-0.3984375,-0.466796875,-0.32416992187500027,8,512
prefix_minus_recent,24576,2048,1,delta_ce,0.10994234457822927,0.7684527516247961,-0.6585104070465668,-1.1458306733057562,-0.364242679576113,8,512
prefix_minus_recent,24576,2048,1,kl_full_to_compact,0.10053485135981954,0.8048219366704892,-0.7042870853106696,-1.175384422187484,-0.4115013237833374,8,512
prefix_minus_recent,24576,2048,1,top1_changed,0.123046875,0.37890625,-0.255859375,-0.345703125,-0.1796875,8,512
prefix_minus_recent,24576,8192,1,delta_ce,0.015042736804639967,0.4327207053335149,-0.41767796852887495,-0.7624144716343009,-0.19825888045787557,8,512
prefix_minus_recent,24576,8192,1,kl_full_to_compact,0.028904769144215053,0.48212210291951063,-0.4532173337752956,-0.7531594237224049,-0.26840204379513055,8,512
prefix_minus_recent,24576,8192,1,top1_changed,0.072265625,0.2890625,-0.216796875,-0.26953125,-0.1640625,8,512
prefix_minus_recent,32768,128,1,delta_ce,0.25498587905620695,2.299716430883606,-2.0447305518273993,-2.4278093289105627,-1.6462463282312,8,512
prefix_minus_recent,32768,128,1,kl_full_to_compact,0.25559653818255335,2.4372277999943393,-2.181631261811786,-2.612329318348027,-1.7214284054345024,8,512
prefix_minus_recent,32768,128,1,top1_changed,0.234375,0.7109375,-0.4765625,-0.552734375,-0.40234375,8,512
prefix_minus_recent,32768,512,1,delta_ce,0.07414047607180319,1.4103227960447953,-1.336182319972992,-1.6987259581001342,-0.947963748065483,8,512
prefix_minus_recent,32768,512,1,kl_full_to_compact,0.1245523311215182,1.6435683682917954,-1.5190160371702772,-1.9019282216280995,-1.0934910029266407,8,512
prefix_minus_recent,32768,512,1,top1_changed,0.166015625,0.556640625,-0.390625,-0.4453125,-0.330078125,8,512
prefix_minus_recent,32768,2048,1,delta_ce,0.017829673696227566,0.6495032887758354,-0.6316736150796078,-0.9584876396270563,-0.3646483859856739,8,512
prefix_minus_recent,32768,2048,1,kl_full_to_compact,0.06744894466065188,0.806819706560101,-0.7393707618994492,-1.1395981844772196,-0.4135847345460171,8,512
prefix_minus_recent,32768,2048,1,top1_changed,0.1328125,0.361328125,-0.228515625,-0.291015625,-0.171875,8,512
prefix_minus_recent,32768,8192,1,delta_ce,-0.004850130302941125,0.3266780590773277,-0.33152818938026885,-0.5725899248492108,-0.14539930947113655,8,512
prefix_minus_recent,32768,8192,1,kl_full_to_compact,0.029189762123583277,0.45171835114110204,-0.4225285890175188,-0.6743169404372368,-0.21607630802932823,8,512
prefix_minus_recent,32768,8192,1,top1_changed,0.083984375,0.27734375,-0.193359375,-0.248046875,-0.14453125,8,512
prefix_minus_recent,16384,128,4,delta_ce,0.281500575841485,1.9258868738298918,-1.6443862979884067,-2.099995982609225,-1.2592018842618926,8,512
prefix_minus_recent,16384,128,4,kl_full_to_compact,0.3056035712480061,2.0353019401334365,-1.7296983688854304,-2.1815893887494826,-1.3734607453874912,8,512
prefix_minus_recent,16384,128,4,top1_changed,0.21875,0.615234375,-0.396484375,-0.478515625,-0.3203125,8,512
prefix_minus_recent,16384,512,4,delta_ce,0.0821156972404693,0.8573416064770032,-0.7752259092365339,-1.2032364241120668,-0.43739612667652195,8,512
prefix_minus_recent,16384,512,4,kl_full_to_compact,0.12893245288438882,1.015554659549604,-0.8866222066652153,-1.3088895498067152,-0.5378769822663081,8,512
prefix_minus_recent,16384,512,4,top1_changed,0.166015625,0.412109375,-0.24609375,-0.3203125,-0.181640625,8,512
prefix_minus_recent,16384,2048,4,delta_ce,0.02999618034965179,0.4740839061731714,-0.44408772582351963,-0.6881890774131886,-0.26243493771938203,8,512
prefix_minus_recent,16384,2048,4,kl_full_to_compact,0.056316201473577125,0.5445149778356511,-0.4881987763620739,-0.7395296506733864,-0.29997823307877347,8,512
prefix_minus_recent,16384,2048,4,top1_changed,0.099609375,0.296875,-0.197265625,-0.2734375,-0.134765625,8,512
prefix_minus_recent,16384,8192,4,delta_ce,0.001419446836234517,0.3333231515427819,-0.3319037047065474,-0.5692464845171875,-0.16168238665019535,8,512
prefix_minus_recent,16384,8192,4,kl_full_to_compact,0.016116997497973937,0.40369425552735994,-0.38757725802938603,-0.6242008243444949,-0.21244854070634606,8,512
