coarse_category,fine_category,layer,block_index,key_start,key_end,queries,documents,attention_mass_mean,attention_mass_median,concentration_mean
content,adjective,1,44,5632,5760,32,7,0.001625000575586455,0.0015706485137343407,0.207593587692827
content,adjective,1,45,5760,5888,32,7,0.0013636225085065234,0.001330383529420942,0.17420614091679454
content,adjective,1,46,5888,6016,32,7,0.0017098789212468546,0.001678674598224461,0.21842666156589985
content,adjective,1,47,6016,6144,32,7,0.0015259331157722045,0.001504220417700708,0.19493327755481005
content,adjective,1,48,6144,6272,32,7,0.0022762157896067947,0.0023060437524691224,0.2907484290190041
content,adjective,1,49,6272,6400,32,7,0.0025486718768661376,0.0025170353474095464,0.32556841569021344
content,adjective,1,50,6400,6528,32,7,0.0034311368872295134,0.0033061618451029062,0.43830221332609653
content,adjective,1,51,6528,6656,32,7,0.0030315230396809056,0.0028894678689539433,0.38731781765818596
content,adjective,1,52,6656,6784,32,7,0.0018231455796922091,0.0018560755997896194,0.2328870566561818
content,adjective,1,53,6784,6912,32,7,0.0028788332201656885,0.0029791402630507946,0.3677571336738765
content,adjective,1,54,6912,7040,32,7,0.002567347946751397,0.002509508398361504,0.32799494406208396
content,adjective,1,55,7040,7168,32,7,0.0015762709408591036,0.0015054131508804858,0.2013642005622387
content,adjective,1,56,7168,7296,32,7,0.001782362083758926,0.001797179225832224,0.22770781023427844
content,adjective,1,57,7296,7424,32,7,0.0014029339254193474,0.001408734591677785,0.17921651620417833
content,adjective,1,58,7424,7552,32,7,0.0024085138575173914,0.0023735922295600176,0.30766303837299347
content,adjective,1,59,7552,7680,32,7,0.003039418035768904,0.0029499047668650746,0.3882857095450163
content,adjective,1,60,7680,7808,32,7,0.003019763345946558,0.0030911839567124844,0.3858028259128332
content,adjective,1,61,7808,7936,32,7,0.002066369230306009,0.002064857049845159,0.2640004837885499
content,adjective,1,62,7936,8064,32,7,0.002434878195344936,0.0024512120289728045,0.311051026917994
content,adjective,1,63,8064,8192,32,7,0.0026832773073692806,0.002716156654059887,0.3427704619243741
content,adjective,1,64,8192,8320,32,7,0.002702635756577365,0.0027454731753095984,0.3452449953183532
content,adjective,1,65,8320,8448,32,7,0.004559985027299263,0.0045618179719895124,0.582510125823319
content,adjective,1,66,8448,8576,32,7,0.0026389622616989072,0.0026608267799019814,0.3371852426789701
content,adjective,1,67,8576,8704,32,7,0.0020091007027076557,0.002031574957072735,0.25665627839043736
content,adjective,1,68,8704,8832,32,7,0.002122145811881637,0.0020971070043742657,0.27110332855954766
content,adjective,1,69,8832,8960,32,7,0.0016048143988882657,0.0016170924063771963,0.20500042312778533
content,adjective,1,70,8960,9088,32,7,0.0026578543838695623,0.0026218233397230506,0.33952652337029576
