layer,block_index,content_minus_function,ci_low,ci_high,documents,ci_excludes_zero,permutation_p_value,fdr_q_value,fdr_significant_0.05,key_start,key_end
0,68,6.582657772695281e-05,-4.8257373147199834e-05,0.0001755119297138809,8,False,0.3125,0.5738880918220947,False,8704,8832
0,69,9.376648317698202e-05,-4.880776557845698e-05,0.00022075677710311294,8,False,0.25,0.5186385737439222,False,8832,8960
0,70,1.5168655667050087e-05,-4.4223342414200455e-05,6.534025601462331e-05,8,False,0.609375,0.7934893184130214,False,8960,9088
0,71,2.5673014787283414e-05,3.8921872595452955e-06,5.2754707743511844e-05,8,True,0.0625,0.28776978417266186,False,9088,9216
0,72,4.9556227517778134e-05,-5.7828436770607965e-06,0.00010050480691026392,8,False,0.125,0.37383177570093457,False,9216,9344
0,73,7.411606560856827e-05,-4.346941475788751e-05,0.00017241394180752412,8,False,0.2421875,0.5081967213114754,False,9344,9472
0,74,3.0018147311807212e-05,-9.239833963473987e-06,7.41706541898525e-05,8,False,0.2421875,0.5081967213114754,False,9472,9600
0,75,5.589239657296976e-05,-7.045644038878711e-05,0.00019408827383956547,8,False,0.453125,0.7004830917874396,False,9600,9728
0,76,0.00028825385176723685,1.9195679932095615e-06,0.0005345909080941422,8,True,0.09375,0.33707865168539325,False,9728,9856
0,77,9.260210634817577e-05,-4.885943338115106e-05,0.0002077701054040772,8,False,0.25,0.5186385737439222,False,9856,9984
0,78,5.454818106037212e-05,1.862279367387272e-05,9.2980050211399e-05,8,True,0.046875,0.26666666666666666,False,9984,10112
0,79,9.191396511096933e-05,-0.00014551817367622474,0.0003224336708756309,8,False,0.5,0.7289293849658315,False,10112,10240
0,80,0.0002643376439401442,-5.6868133546981374e-05,0.0005512455743915354,8,False,0.1640625,0.42084168336673344,False,10240,10368
0,81,9.315055312522364e-05,4.160318476998598e-05,0.0001490818615418591,8,True,0.015625,0.16806722689075632,False,10368,10496
0,82,-0.00030137399782844884,-0.000610872022315619,2.5413478588732662e-05,8,False,0.1171875,0.36231884057971014,False,10496,10624
0,83,0.0002930909346362865,8.389531683985682e-05,0.0005158808092091802,8,True,0.046875,0.26666666666666666,False,10624,10752
0,84,0.00046628952606205106,-0.00029101554297862944,0.0010786804337680434,8,False,0.25,0.5186385737439222,False,10752,10880
0,85,8.677673905944586e-05,4.2517630163583864e-05,0.00012758980135099001,8,True,0.015625,0.16806722689075632,False,10880,11008
0,86,-0.00010891771829763181,-0.0007649528486817912,0.0005289456729917754,8,False,0.7265625,0.8675373134328358,False,11008,11136
0,87,-0.0004975132022899454,-0.0016102902492740611,0.0005288699989088293,8,False,0.421875,0.6716417910447762,False,11136,11264
0,88,0.0001404993358324753,-0.0001795619540147147,0.0004849886930316987,8,False,0.5078125,0.7352941176470589,False,11264,11392
0,89,0.0016650770508038508,-0.00028726277284865426,0.003729351229382614,8,False,0.1640625,0.42084168336673344,False,11392,11520
0,90,-6.986794290931957e-05,-0.00037048986897739134,0.00019534351813845722,8,False,0.6953125,0.8476190476190476,False,11520,11648
0,91,0.0004197338334721273,8.816841575537209e-05,0.0007313984308888217,8,True,0.0546875,0.2777777777777778,False,11648,11776
0,92,0.00013480780150338832,-2.260885478773109e-05,0.00029144031052551054,8,False,0.1484375,0.4051172707889126,False,11776,11904
0,93,0.0001651394658531737,8.424592483531151e-05,0.00023648039241196182,8,True,0.015625,0.16806722689075632,False,11904,12032
