context_length,layer,prefix_size,attention_mass_mean,attention_mass_median,attention_mass_max,concentration_mean,heads_above_10x_uniform,contribution_norm_ratio_mean,documents,queries
24576,16,64,0.15535523252765415,0.10674565904628253,0.5009368204046041,59.575723718851805,0.770996124134399,0.13235596025879204,8,512
24576,16,128,0.15583646163577214,0.10724616997140402,0.5012291569728404,29.880135035142303,0.6500418815412559,0.13240729366225423,8,512
24576,20,1,0.18187658731767442,0.14062474370075506,0.5770487852860242,4463.832959413528,0.9975585949141532,0.14053661680372898,8,512
24576,20,4,0.21347105338645633,0.17205694932999904,0.6364656444056891,1309.8092859983444,0.9905133973807096,0.1682334519282449,8,512
24576,20,16,0.21351944745401852,0.172099360734137,0.6366555772838183,327.52654084563255,0.965401800815016,0.16820370953064412,8,512
24576,20,64,0.2139740064740181,0.17241303254922968,0.6380807457026094,82.0559556260705,0.8763253670185804,0.16807110091031063,8,512
24576,20,128,0.21450462278153282,0.17296541067844373,0.6387861238908954,41.1297273915261,0.7765067295986228,0.16811042901099427,8,512
24576,24,1,0.3949588380928617,0.35403872054303065,0.8543057458009571,9693.696477890015,0.9987444202415645,0.34803588534123264,8,512
24576,24,4,0.45252080299542286,0.41923465457512066,0.9361416887259111,2776.613746881485,0.9966517873108387,0.40302886147401296,8,512
24576,24,16,0.4526462311623618,0.4193594024545746,0.9361882058437914,694.3458288311958,0.983677462907508,0.4030650079366751,8,512
24576,24,64,0.4534706009144429,0.4204007339285454,0.9364402028732002,173.9026209563017,0.9332450032234192,0.4033730667142663,8,512
24576,24,128,0.45432525320211425,0.4213518149626907,0.9367486694827676,87.11520679295063,0.8824637617217377,0.4037688788084779,8,512
24576,27,1,0.11597548772351729,0.12704724519062438,0.2840560509430361,2846.45752376318,0.7499303050572053,0.07996465833912225,8,512
24576,27,4,0.14952715118579363,0.16767003435825245,0.3427726780064404,917.4715237393975,0.7485352148069069,0.1075570248931399,8,512
24576,27,16,0.14975683687407582,0.16794332349491015,0.3430754158544005,229.72019060514867,0.7340262825600803,0.10771514131783988,8,512
24576,27,64,0.15097565351970843,0.16944544096941172,0.34489113983727293,57.89748517842963,0.632324260295718,0.10880395306230639,8,512
24576,27,128,0.15228817317984067,0.1711530546817812,0.3467845309423865,29.200441415887326,0.5194615282889572,0.10981573149092583,8,512
32768,0,1,4.230926031634219e-06,3.645136099267703e-09,0.00011004509161693932,0.13850092936991132,0.002092634022119455,8.960283543912873e-06,8,512
32768,0,4,8.595728487659215e-06,2.015717613426649e-08,0.0001913888868685376,0.07034378448861389,0.0015345982828876004,1.5461774251601668e-05,8,512
32768,0,16,2.1855187976704826e-05,1.0682270451393191e-07,0.00038636029610472633,0.04471239008125849,0.00027901786961592734,2.992410321489558e-05,8,512
32768,0,64,7.502730843711447e-05,5.397727441086402e-07,0.001237057772470962,0.038374176330762566,0.0,8.773847124743384e-05,8,512
32768,0,128,0.00013874520388412748,1.670135628833308e-06,0.002100314029689798,0.03548318587127142,0.0,0.00015898934012881227,8,512
32768,1,1,9.719746793379613e-05,5.938000391253473e-07,0.002469109030414529,3.181756930775009,0.03676060432189843,0.0003198783324549481,8,512
32768,1,4,0.00019616972092251217,2.8453344099871325e-06,0.004414930852476573,1.6054243074031547,0.030412947795412038,0.0005287812948466808,8,512
32768,1,16,0.0003381099625130446,1.1123305775351255e-05,0.005740500922456704,0.691757664346369,0.010393415643193293,0.0007355787312803841,8,512
32768,1,64,0.0008257541091438725,4.6038094175582245e-05,0.009333293025520106,0.42234593676403165,0.002162388489523437,0.0014205388807795316,8,512
32768,1,128,0.0014066571519606441,7.913474860377079e-05,0.012706408238955191,0.35974365202127956,0.0011858259458676912,0.0022723582267190068,8,512
32768,2,1,6.224172050917076e-05,2.0227338095590852e-05,0.0005034131358669924,2.0375852061551996,0.03306361763679888,0.00020604985452088442,8,512
32768,2,4,0.00013350117549215668,3.598816022742923e-05,0.0013434958028852861,1.092591721622739,0.01632254545984324,0.00034479347914739833,8,512
32768,2,16,0.0004483219861128873,0.00012562193461462812,0.005492564723851956,0.9172813288896577,0.015904018604487646,0.0007234837479472844,8,512
32768,2,64,0.0010229862186577066,0.00029682783514672906,0.01164993787710955,0.5232416761864442,0.005510602946742438,0.0013755121622267552,8,512
32768,2,128,0.0015552566985093108,0.00048308811219754944,0.01598859833620736,0.39774657564703375,0.0020228795692673884,0.0019602426855271915,8,512
32768,4,1,0.508283126517199,0.5290363066305872,0.8562610337976366,16638.92226791382,0.9999302455689758,0.5360449938161764,8,512
32768,4,4,0.5712890218710527,0.5978734103264287,0.9380853166803718,4675.3635449409485,0.9992327012587339,0.6059108694316819,8,512
32768,4,16,0.5716752546723001,0.5985389599809423,0.9381744172424078,1169.6311655044556,0.9972795771900564,0.6059634509147145,8,512
32768,4,64,0.5722005783463828,0.5990820294828154,0.93848797515966,292.67646300792694,0.9824916378129274,0.6047305806423537,8,512
32768,4,128,0.5726271372986957,0.5994396163150668,0.9386724216165021,146.44731643795967,0.9675641894573346,0.6038323970860802,8,512
32768,8,1,0.390450047707418,0.3602830476593226,0.7994376612477936,12781.45016670227,0.9999302455689758,0.3812952237203717,8,512
32768,8,4,0.43059403577353805,0.3984912848682143,0.875529881217517,3523.890215396881,0.9994419645518064,0.4200906170590315,8,512
32768,8,16,0.4306786827510223,0.3986102844646666,0.875584309338592,881.1457259654999,0.9968610506039113,0.41995642104302533,8,512
32768,8,64,0.43101818358991295,0.39899498826707713,0.875753222964704,220.46007174253464,0.9813755669165403,0.41954773510224186,8,512
32768,8,128,0.4313564263866283,0.3994310808775481,0.8758425480918959,110.31653809547424,0.9567522522993386,0.4192594145424664,8,512
32768,12,1,0.21431830027722754,0.162026078432973,0.6266754761163611,7015.805180072784,0.9999302455689758,0.20624408444564324,8,512
32768,12,4,0.24088307758211158,0.18526448129705386,0.6898791989369784,1971.350215435028,0.9986746658105403,0.2323004174613743,8,512
32768,12,16,0.2408958292362513,0.18528342908393824,0.6898798820038792,492.8636421263218,0.9904436427168548,0.2322923529354739,8,512
32768,12,64,0.24098603561287746,0.1854017512741848,0.6898839405621402,123.262046597898,0.943777923239395,0.23224172990012448,8,512
32768,12,128,0.24113219168793876,0.1855846856487915,0.6898903108958621,61.66840108111501,0.8814174468279816,0.23216998498537578,8,512
32768,16,1,0.10551157975351089,0.06115908959964145,0.38291980196663644,3453.899576663971,0.9918387315701693,0.08918601627374301,8,512
32768,16,4,0.12292099439218873,0.07356164444263413,0.4311477311712224,1005.9470302462578,0.9690290314611048,0.10464459095419443,8,512
32768,16,16,0.12293930083978921,0.07359457647999079,0.43115544033935294,251.5242097824812,0.913016211357899,0.10464193300867919,8,512
32768,16,64,0.12309588278003503,0.07385038937627542,0.4312111559556797,62.961132667958736,0.7750418865471147,0.10464266713643156,8,512
32768,16,128,0.1233672090966138,0.07426414244582702,0.43132313157548197,31.549949042499065,0.6528320613433607,0.1046727594712138,8,512
32768,20,1,0.13249603369331453,0.08953704226951231,0.501879932358861,4337.238472938538,0.9976283493451774,0.09764012534287758,8,512
32768,20,4,0.1538365432206774,0.10684611168107949,0.5575954875967,1258.956606566906,0.9918387315701693,0.11610726411163341,8,512
32768,20,16,0.1538429238134995,0.10685243410989642,0.5576021615415812,314.7522026002407,0.9677036973880604,0.1161046535562491,8,512
32768,20,64,0.15391588951752055,0.10690242780765402,0.557685215229867,78.72536576539278,0.8710937814321369,0.11609611577296164,8,512
32768,20,128,0.15403128614707384,0.10698808499364532,0.5577882668585517,39.39219322800636,0.7557896518264897,0.11610392110378598,8,512
32768,24,1,0.3776483219699003,0.3318062869220739,0.8538633909192868,12362.327431678772,0.9993024556897581,0.3303470397804631,8,512
32768,24,4,0.42322671110741794,0.3789875442016637,0.9344289168948308,3463.593031644821,0.9970005594659597,0.36973583814688027,8,512
32768,24,16,0.4233052760537248,0.37908789023640566,0.9344722868409008,866.0590029358864,0.9889090454671532,0.36973680029041134,8,512
32768,24,64,0.4237293675541878,0.3796843778982293,0.9345869418466464,216.73164874315262,0.9458008041838184,0.36979680857621133,8,512
32768,24,128,0.42426686320686713,0.38033902100869454,0.9347322159446776,108.50328674912453,0.8987165513681248,0.36990116027300246,8,512
32768,27,1,0.08788781669409218,0.09221422373479982,0.23231732830026885,2877.0037001669407,0.7499303050572053,0.054696672509180644,8,512
32768,27,4,0.10125764124677517,0.10501104841114284,0.2673521708493354,828.6635894179344,0.749093251186423,0.06159449347251211,8,512
32768,27,16,0.10134676174129709,0.10511406121327127,0.2674708952763467,207.34822032786906,0.741420257720165,0.06167040935270052,8,512
32768,27,64,0.1018749343293166,0.10569305760145653,0.26832869293139083,52.10718405805528,0.6742466962605249,0.06202407446789948,8,512
32768,27,128,0.10251843645801273,0.10652335241525179,0.2694016651585116,26.218154314439744,0.5736607492945041,0.062453561969505245,8,512
